system_name...1,district,school_name,fac_schtype,system_name...5,total,perc_frl,perc_black,perc_hisp,perc_white,perc_migrant,perc_esol,harsh
Coffee County,Coffee County,Coffee County High School,H,Coffee County,1334,66.34,33,19,45,3,1.5,186
Coffee County,Coffee County,Eastside Elementary School,E,Coffee County,3385,21.37,55,9,31,1,4.8,36
Coffee County,Coffee County,Nicholls Elementary School,E,Coffee County,307,81.43,20,8,63,2,4.9,46
Coffee County,Coffee County,George Washington Carver Freshman Campus,H,Coffee County,492,81.3,30,20,46,4,2.8,48
Coffee County,Coffee County,West Green Elementary School,E,Coffee County,307,81.43,8,32,55,9,17.3,27
Coffee County,Coffee County,Westside Elementary School,E,Coffee County,3186,93.23,49,19,29,9,12.5,44
Colquitt County,Colquitt County,Willie J. Williams Middle School,M,Colquitt County,1427,89.98,27,28,42,7,10.2,263
Colquitt County,Colquitt County,Colquitt County Achievement Center,H,Colquitt County,70,92.99,54,19,23,2,0,27
Colquitt County,Colquitt County,Doerun Elementary School,E,Colquitt County,298,94.97,31,17,47,2,13.8,44
Colquitt County,Colquitt County,Odom Elementary School,E,Colquitt County,559,94.99,13,51,32,23,42.2,28
Colquitt County,Colquitt County,Norman Park Elementary School,E,Colquitt County,564,85.99,9,34,54,12,28.7,2
Colquitt County,Colquitt County,Colquitt County High School,H,Colquitt County,1824,92.04,26,27,43,4,4.8,286
Colquitt County,Colquitt County,Funston Elementary School,E,Colquitt County,379,94.99,12,55,31,24,43.5,11
Colquitt County,Colquitt County,Wright Elementary School,E,Colquitt County,509,67.28,25,12,61,2,6.9,4
Colquitt County,Colquitt County,Stringfellow Elementary School,E,Colquitt County,244,79.94,65,24,8,3,16.8,11
Colquitt County,Colquitt County,CA Gray Junior High School,M,Colquitt County,1304,92.91,25,30,41,7,5.1,328
Colquitt County,Colquitt County,Okapilco Elementary School,E,Colquitt County,451,88.69,38,21,39,2,13.1,46
Colquitt County,Colquitt County,Cox Elementary School,E,Colquitt County,552,94.69,46,44,6,7,38.4,117
Colquitt County,Colquitt County,Hamilton Elementary School,E,Colquitt County,258,94.96,3,5,81,1,5.4,14
Colquitt County,Colquitt County,Sunset Elementary School,E,Colquitt County,574,94.95,30,19,44,4,14.6,39
Columbia County,Columbia County,Greenbrier Middle School,M,Columbia County,677,9.45,13,8,69,0,0.4,24
Columbia County,Columbia County,Lewiston Elementary School,E,Columbia County,718,16.71,16,10,63,0,1,3
Columbia County,Columbia County,Grovetown Middle School,M,Columbia County,970,46.6,36,17,35,0,2.9,165
Columbia County,Columbia County,River Ridge Elementary,E,Columbia County,727,14.03,9,9,67,0,2.3,2
Columbia County,Columbia County,Evans Middle School,M,Columbia County,1817,35.39,19,11,59,0,0.9,74
Columbia County,Columbia County,Stallings Island Middle School,M,Columbia County,724,16.57,13,6,63,0,1.1,20
Columbia County,Columbia County,Grovetown High School,H,Columbia County,2042,34.13,37,14,40,0,0.6,315
Columbia County,Columbia County,Westmont Elementary School,E,Columbia County,565,44.6,13,11,60,0,5,2
Columbia County,Columbia County,Harlem High School,H,Columbia County,1050,39.52,18,8,68,0,0.3,65
Columbia County,Columbia County,Evans Elementary School,E,Columbia County,759,29.64,16,12,59,0,1.1,12
Columbia County,Columbia County,Blue Ridge Elementary School,E,Columbia County,1574,36.59,16,9,54,0,3.3,25
Columbia County,Columbia County,Lakeside High School,H,Columbia County,3988,23.38,18,6,62,0,0.9,126
Columbia County,Columbia County,Brookwood Elementary School,E,Columbia County,2491,51.97,25,16,46,0,5.8,11
Columbia County,Columbia County,Stevens Creek Elementary School,E,Columbia County,849,15.43,9,5,62,0,5.7,6
Columbia County,Columbia County,Riverside Middle School,M,Columbia County,675,16.74,16,8,68,0,0.6,15
Columbia County,Columbia County,Riverside Elementary School,E,Columbia County,1654,16.54,17,8,68,0,1.9,1
Columbia County,Columbia County,Greenbrier High School,H,Columbia County,1653,9.5,15,7,70,0,0.3,52
Columbia County,Columbia County,Cedar Ridge Elementary School,E,Columbia County,1151,41.36,35,18,36,0,4.3,18
Columbia County,Columbia County,Baker Place Elementary,E,Columbia County,940,25.32,26,15,46,0,0.7,7
Columbia County,Columbia County,Harlem Middle School,M,Columbia County,807,42.01,18,7,69,0,0.9,104
Columbia County,Columbia County,Lakeside Middle School,M,Columbia County,1924,48.98,25,12,52,0,1.2,65
Columbia County,Columbia County,Greenbrier Elementary School,E,Columbia County,660,9.09,10,6,76,0,0.8,9
Columbia County,Columbia County,Euchee Creek Elementary School,E,Columbia County,582,48.11,20,13,57,0,2.1,15
Columbia County,Columbia County,Parkway Elementary School,E,Columbia County,558,10.75,16,9,65,0,1.6,0
Columbia County,Columbia County,Columbia Middle School,M,Columbia County,1815,32.94,27,13,50,0,0.8,65
Columbia County,Columbia County,Martinez Elementary School,E,Columbia County,772,53.11,18,9,62,0,3.9,2
Columbia County,Columbia County,North Columbia Elementary School,E,Columbia County,351,38.46,7,4,87,0,0,4
Columbia County,Columbia County,Evans High School,H,Columbia County,1845,32.74,21,10,59,0,0.7,180
Columbia County,Columbia County,North Harlem Elementary School,E,Columbia County,625,58.56,17,8,64,0,1,19
Columbia County,Columbia County,Grovetown Elementary School,E,Columbia County,782,59.85,30,22,37,0,7.7,20
Columbia County,Columbia County,South Columbia Elementary School,E,Columbia County,452,58.41,32,9,48,0,5.8,24
Cook County,Cook County,Cook County Middle School,M,Cook County,724,84.12,35,9,52,3,1.8,121
Cook County,Cook County,Cook Elementary School,E,Cook County,730,84.11,35,12,50,2,5.9,69
Cook County,Cook County,Cook High School,H,Cook County,861,52.96,34,8,52,2,1.4,159
Cook County,Cook County,Cook Primary School,E,Cook County,645,58.51,31,12,51,2,8.5,0
Coweta County,Coweta County,Arbor Springs Elementary,E,Coweta County,435,25.52,9,9,77,0,0,10
Coweta County,Coweta County,Willis Road Elementary,E,Coweta County,724,29.28,8,10,76,0,4.1,21
Coweta County,Coweta County,Lee Middle School,M,Coweta County,935,28.56,17,10,64,0,0,93
Coweta County,Coweta County,Brooks Elementary,E,Coweta County,679,26.07,9,10,75,0,2.8,8
Coweta County,Coweta County,White Oak Elementary School,E,Coweta County,1387,47.8,27,15,50,0,5.5,50
Coweta County,Coweta County,Canongate Elementary School,E,Coweta County,576,18.06,5,12,76,0,3.5,9
Coweta County,Coweta County,Newnan Crossing Elementary School,E,Coweta County,812,32.64,29,11,42,0,5.3,8
Coweta County,Coweta County,Jefferson Parkway Elementary School,E,Coweta County,444,83.78,43,28,21,0,12.4,60
Coweta County,Coweta County,Northgate High School,H,Coweta County,1791,20.6,14,8,71,0,0.5,134
Coweta County,Coweta County,Poplar Road Elementary School,E,Coweta County,584,47.26,28,5,62,0,0,57
Coweta County,Coweta County,Welch Elementary School,E,Coweta County,760,54.74,39,13,39,0,5,93
Coweta County,Coweta County,Glanton Elementary,E,Coweta County,275,66.55,24,2,69,0,0,28
Coweta County,Coweta County,East Coweta Middle School,M,Coweta County,754,40.19,19,9,70,0,0,100
Coweta County,Coweta County,Thomas Crossroads Elementary School,E,Coweta County,382,25.92,8,9,76,0,0,3
Coweta County,Coweta County,Madras Middle School,M,Coweta County,1115,25.65,14,10,68,0,0,44
Coweta County,Coweta County,Smokey Road Middle School,M,Coweta County,689,62.7,35,8,51,0,0,217
Coweta County,Coweta County,East Coweta High School,H,Coweta County,3194,32.06,25,11,56,0,0.8,306
Coweta County,Coweta County,Arnall Middle School,M,Coweta County,927,45.95,33,15,42,0,2.9,142
Coweta County,Coweta County,Arnco-Sargent Elementary School,E,Coweta County,357,66.39,15,13,68,0,8.7,41
Coweta County,Coweta County,Ruth Hill Elementary School,E,Coweta County,374,71.93,49,13,35,0,6.1,38
Coweta County,Coweta County,Evans Middle School,M,Coweta County,1817,55.92,27,11,57,0,2,132
Coweta County,Coweta County,Atkinson Elementary School,E,Coweta County,1076,65.5,31,13,49,0,6,61
Coweta County,Coweta County,Eastside Elementary School,E,Coweta County,3385,35.73,9,5,83,0,0,6
Coweta County,Coweta County,Northside Elementary School,E,Coweta County,2113,40.05,23,6,65,0,0,17
Coweta County,Coweta County,Elm Street Elementary School,E,Coweta County,487,45.38,27,10,57,0,0,22
Coweta County,Coweta County,Moreland Elementary School,E,Coweta County,456,47.59,13,10,74,0,3.3,17
Coweta County,Coweta County,Newnan High School,H,Coweta County,2313,42.76,26,7,61,0,0.7,482
Coweta County,Coweta County,Western Elementary School,E,Coweta County,384,66.67,41,4,50,0,0,35
Crawford County,Crawford County,Crawford County Elementary School,E,Crawford County,756,64.51,22,3,67,0,0.9,34
Crawford County,Crawford County,Crawford County High School,H,Crawford County,476,91.6,23,4,69,0,1.5,50
Crawford County,Crawford County,Crawford County Middle School,M,Crawford County,413,91.53,20,4,72,0,1.2,54
Crisp County,Crisp County,Crisp County Primary School,E,Crisp County,1115,60.45,57,6,31,1,4.2,110
Crisp County,Crisp County,Crisp County High School,H,Crisp County,1076,39.96,55,4,37,1,0.6,425
Crisp County,Crisp County,Crisp County Middle School,M,Crisp County,891,56.68,59,6,31,1,1,375
Crisp County,Crisp County,Crisp County Elementary School,E,Crisp County,635,58.11,62,5,29,1,2.7,120
Crisp County,Crisp County,Crisp County Pre-K,E,Crisp County,405,92.19,90,6,1,0,2.2,0
Dade County,Dade County,Dade Elementary School,E,Dade County,697,54.52,1,2,92,0,0.6,38
Dade County,Dade County,Dade County High School,H,Dade County,605,52.56,1,1,96,0,0.3,20
Dade County,Dade County,Davis Elementary School,E,Dade County,1188,61.29,0,2,94,0,0.4,3
Dade County,Dade County,Dade Middle School,M,Dade County,495,58.18,1,3,93,0,0,38
Dawson County,Dawson County,Kilough Elementary School,E,Dawson County,365,44.11,2,16,80,0,11.5,1
Dawson County,Dawson County,Dawson County Middle School,M,Dawson County,542,44.83,1,11,85,0,1.8,98
Dawson County,Dawson County,Dawson County Junior High,H,Dawson County,576,41.84,1,10,88,0,2.1,54
Dawson County,Dawson County,Riverview Elementary School,E,Dawson County,338,50.89,1,4,92,0,1.2,24
Dawson County,Dawson County,Robinson Elementary School,E,Dawson County,565,47.61,0,6,91,0,2.1,17
Dawson County,Dawson County,Dawson County High School,H,Dawson County,790,34.56,1,8,89,0,0.8,32
Dawson County,Dawson County,Black's Mill Elementary School,E,Dawson County,299,49.16,1,14,81,0,9.4,151
Decatur County,Decatur County,West Bainbridge Elementary School,E,Decatur County,553,93.67,50,13,32,1,9,52
Decatur County,Decatur County,New Beginning Learning Center,H,Decatur County,96,93.75,65,8,25,1,0,8
Decatur County,Decatur County,Potter Street Elementary School,E,Decatur County,318,93.71,69,11,14,2,7.9,38
Decatur County,Decatur County,Bainbridge Middle School,M,Decatur County,696,93.68,48,11,38,1,1.6,156
Decatur County,Decatur County,Hutto Middle School,E,Decatur County,774,93.67,46,11,39,2,2.8,149
Decatur County,Decatur County,Bainbridge High School,H,Decatur County,1411,93.69,47,11,40,1,1.7,115
Decatur County,Decatur County,John Johnson Elementary School,E,Decatur County,333,93.69,41,16,40,5,8.7,12
Decatur County,Decatur County,Jones-Wheat Elementary School,E,Decatur County,604,93.71,50,7,38,1,4.1,21
DeKalb County,DeKalb County,Narvie Harris Elementary School,E,DeKalb County,711,65.4,97,2,0,0,0.4,29
DeKalb County,DeKalb County,Wynbrooke Elementary School,E,DeKalb County,747,59.57,97,1,0,0,2.5,23
DeKalb County,DeKalb County,"Martin Luther King, Jr. High School",H,DeKalb County,1532,94.39,96,2,0,0,0,732
DeKalb County,DeKalb County,Miller Grove High School,H,DeKalb County,1317,74.11,95,2,0,0,1.3,455
DeKalb County,DeKalb County,Flat Rock Elementary School,E,DeKalb County,977,92.88,95,2,0,0,0.1,96
DeKalb County,DeKalb County,Princeton Elementary School,E,DeKalb County,740,83.92,90,6,1,0,2,42
DeKalb County,DeKalb County,DeKalb Preparatory Academy Charter,E,DeKalb County,519,76.69,95,2,0,0,1,12
DeKalb County,DeKalb County,Cedar Grove High School,H,DeKalb County,1120,78.07,96,3,0,0,0.1,403
DeKalb County,DeKalb County,Vanderlyn Elementary School,E,DeKalb County,646,18.48,4,6,47,0,10.8,4
DeKalb County,DeKalb County,Austin Elementary School,E,DeKalb County,668,15.23,2,6,61,0,7.5,0
DeKalb County,DeKalb County,Redan High School,H,DeKalb County,1002,74.75,93,4,1,0,0,592
DeKalb County,DeKalb County,Eldridge L. Miller Elementary School,E,DeKalb County,535,20.33,91,5,1,0,3.7,52
DeKalb County,DeKalb County,Panola Way Elementary School,E,DeKalb County,800,92.83,91,5,1,0,2.4,204
DeKalb County,DeKalb County,Peachtree Middle School,M,DeKalb County,1611,36.81,15,35,39,0,11.5,116
DeKalb County,DeKalb County,Pine Ridge Elementary School,E,DeKalb County,1025,88.63,83,10,3,0,8.6,69
DeKalb County,DeKalb County,Browns Mill Elementary School,E,DeKalb County,539,81.08,94,4,1,0,0.6,57
DeKalb County,DeKalb County,Chapel Hill Middle School,M,DeKalb County,2024,79.21,95,1,1,0,0.7,247
DeKalb County,DeKalb County,Marbut Elementary School,E,DeKalb County,659,83.61,97,2,0,0,1.5,38
DeKalb County,DeKalb County,Cedar Grove Middle School,M,DeKalb County,796,78.07,94,3,1,0,0.8,353
DeKalb County,DeKalb County,Freedom Middle School,M,DeKalb County,2259,6.04,55,4,3,0,41.1,221
DeKalb County,DeKalb County,Lithonia High School,H,DeKalb County,1370,80.15,92,6,1,0,2.1,404
DeKalb County,DeKalb County,Lithonia Middle School,M,DeKalb County,1137,85.66,94,5,0,0,2.1,575
DeKalb County,DeKalb County,Redan Middle School,M,DeKalb County,773,85.77,91,5,1,0,1.3,273
DeKalb County,DeKalb County,Dunwoody Elementary School,E,DeKalb County,1122,8.65,15,9,35,0,13.8,11
DeKalb County,DeKalb County,Museum School Avondale Estates,E,DeKalb County,579,24.18,29,6,57,0,1.4,9
DeKalb County,DeKalb County,Rockbridge Elementary School,E,DeKalb County,2057,93.31,82,8,1,0,11.4,114
DeKalb County,DeKalb County,Cedar Grove Elementary School,E,DeKalb County,569,76.69,91,6,0,0,2.6,5
DeKalb County,DeKalb County,Stone Mountain High School,H,DeKalb County,1131,77.01,78,8,3,0,16.3,369
DeKalb County,DeKalb County,Kittredge Magnet School,E,DeKalb County,482,6.43,10,6,61,0,0,3
DeKalb County,DeKalb County,Sequoyah Middle School,M,DeKalb County,2625,93.02,3,91,1,0,36.6,308
DeKalb County,DeKalb County,Salem Middle School,M,DeKalb County,1028,85.99,95,3,1,0,0.1,707
DeKalb County,DeKalb County,Shadow Rock Elementary School,E,DeKalb County,569,89.98,92,4,1,0,0,70
DeKalb County,DeKalb County,"Edward L. Bouie, Sr. Elementary School",E,DeKalb County,599,67.83,95,2,0,0,0.8,7
DeKalb County,DeKalb County,Columbia Middle School,M,DeKalb County,1815,62.1,95,2,1,0,0.7,367
DeKalb County,DeKalb County,Oakview Elementary,E,DeKalb County,763,61.79,93,4,1,0,1.2,68
DeKalb County,DeKalb County,Wadsworth Magnet School for High Achievers,M,DeKalb County,113,49.56,89,2,4,0,0,3
DeKalb County,DeKalb County,Leadership Preparatory Academy,E,DeKalb County,451,65.19,96,3,0,0,0,73
DeKalb County,DeKalb County,GLOBE Academy Charter School I,E,DeKalb County,903,12.62,26,13,49,0,2.3,29
DeKalb County,DeKalb County,Tapestry Public Charter School,H,DeKalb County,248,20.56,35,15,48,0,2,38
DeKalb County,DeKalb County,Fairington Elementary School,E,DeKalb County,653,91.37,93,2,1,0,2.5,59
DeKalb County,DeKalb County,Stephenson Middle School,M,DeKalb County,955,77.7,92,5,1,0,1.4,195
DeKalb County,DeKalb County,Robert Shaw Theme School,E,DeKalb County,439,85.42,93,2,1,0,19.8,11
DeKalb County,DeKalb County,Mary McLeod Bethune Middle School,M,DeKalb County,862,90.31,88,7,1,0,3.6,565
DeKalb County,DeKalb County,Chamblee Middle School,M,DeKalb County,969,26.52,23,19,42,0,3.5,39
DeKalb County,DeKalb County,Dekalb Early College Academy,H,DeKalb County,302,58.61,87,5,3,0,0,4
DeKalb County,DeKalb County,Ronald E McNair Discover Learning Academy Elementary School,E,DeKalb County,659,90.61,95,3,1,0,1.2,175
DeKalb County,DeKalb County,DeKalb School of the Arts,H,DeKalb County,431,25.06,62,2,30,0,0,0
DeKalb County,DeKalb County,Bob Mathis Elementary School,E,DeKalb County,377,60,94,2,1,0,1.1,14
DeKalb County,DeKalb County,Stephenson High School,H,DeKalb County,1443,67.22,93,4,1,0,0.8,410
DeKalb County,DeKalb County,DeKalb Alternative School,H,DeKalb County,161,61.28,84,8,4,0,2.5,561
DeKalb County,DeKalb County,East DeKalb Special Education Center,K12,DeKalb County,46,73.98,59,2,37,0,0,0
DeKalb County,DeKalb County,Stone Mountain Middle School,M,DeKalb County,1019,90.19,77,10,3,0,11.8,283
DeKalb County,DeKalb County,The Champion Middle Theme School,M,DeKalb County,802,66.33,98,1,0,0,1.2,111
DeKalb County,DeKalb County,Margaret Harris Comprehensive School,K12,DeKalb County,73,65.75,63,12,14,0,0,0
DeKalb County,DeKalb County,Stone Mill Elementary School,E,DeKalb County,559,83.61,81,14,2,0,12.2,20
DeKalb County,DeKalb County,Miller Grove Middle School,M,DeKalb County,862,88.17,94,3,0,0,2,522
DeKalb County,DeKalb County,Tucker Middle School,M,DeKalb County,1265,69.17,58,18,10,0,18.3,191
DeKalb County,DeKalb County,"Arabia Mountain High School - Academy of Engineering, Medicine and Environm",H,DeKalb County,1341,92.9,96,2,0,0,0.2,42
DeKalb County,DeKalb County,Woodridge Elementary School,E,DeKalb County,483,81.93,89,6,0,0,5.2,35
DeKalb County,DeKalb County,DeKalb PATH Academy Charter School,M,DeKalb County,368,58.11,16,77,0,0,26.6,12
DeKalb County,DeKalb County,UHS of Laurel Heights,H,DeKalb County,40,71.06,43,5,53,0,0,0
DeKalb County,DeKalb County,Henderson Middle School,M,DeKalb County,2320,55.65,23,44,26,0,9.6,148
DeKalb County,DeKalb County,International Community School,E,DeKalb County,431,74.71,36,4,20,0,40.6,7
DeKalb County,DeKalb County,Elizabeth Andrews High School,H,DeKalb County,454,72.03,78,15,2,0,15.9,133
DeKalb County,DeKalb County,Druid Hills Middle School,M,DeKalb County,987,53.6,46,16,24,0,12.3,217
DeKalb County,DeKalb County,DeKalb Academy of Technology and the Environment Charter School,E,DeKalb County,725,94.46,90,7,0,0,3,6
DeKalb County,DeKalb County,DeKalb Elementary School of the Arts,E,DeKalb County,510,60,93,2,4,0,1.2,3
DeKalb County,DeKalb County,Brockett Elementary School,E,DeKalb County,464,79.31,31,29,12,0,31.7,13
DeKalb County,DeKalb County,Chapel Hill Elementary School,E,DeKalb County,1416,79.21,94,2,1,0,1.3,62
DeKalb County,DeKalb County,Columbia Elementary School,E,DeKalb County,539,84.61,95,2,0,0,1.9,19
DeKalb County,DeKalb County,Dresden Elementary School,E,DeKalb County,927,92.66,1,95,0,0,83.4,0
DeKalb County,DeKalb County,Evansdale Elementary School,E,DeKalb County,624,61.38,23,39,26,0,22.1,9
DeKalb County,DeKalb County,McNair Middle School,M,DeKalb County,1553,74.65,95,2,1,0,1.5,244
DeKalb County,DeKalb County,Idlewood Elementary School,E,DeKalb County,941,93.52,76,4,3,0,39.3,70
DeKalb County,DeKalb County,Livsey Elementary School,E,DeKalb County,337,40.65,19,28,42,0,17.8,4
DeKalb County,DeKalb County,Tucker High School,H,DeKalb County,1757,62.09,63,13,9,0,16.2,151
DeKalb County,DeKalb County,Woodward Elementary School,E,DeKalb County,844,92.66,1,97,0,0,81.4,7
DeKalb County,DeKalb County,Peachcrest Elementary School,E,DeKalb County,895,84.61,90,5,1,0,3.8,212
DeKalb County,DeKalb County,John Robert Lewis Elementary School,E,DeKalb County,358,94.69,3,96,0,0,80.2,7
DeKalb County,DeKalb County,Barack H. Obama Elementary Magnet School of Technology,E,DeKalb County,938,59.57,94,4,0,0,2.3,96
DeKalb County,DeKalb County,Allgood Elementary School,E,DeKalb County,1415,61.16,80,6,1,0,16.6,19
DeKalb County,DeKalb County,Columbia High School,H,DeKalb County,958,63.93,96,2,0,0,0,335
DeKalb County,DeKalb County,Druid Hills High School,H,DeKalb County,1325,41.96,41,14,28,0,8.2,147
DeKalb County,DeKalb County,Fernbank Elementary School,E,DeKalb County,760,42.76,18,34,34,0,27.6,2
DeKalb County,DeKalb County,Henderson Mill Elementary School,E,DeKalb County,533,61.16,23,45,20,0,33.6,10
DeKalb County,DeKalb County,Indian Creek Elementary School,E,DeKalb County,908,11.41,31,2,5,0,76.8,14
DeKalb County,DeKalb County,McLendon Elementary School,E,DeKalb County,410,68.55,46,18,9,0,36.8,12
DeKalb County,DeKalb County,Midvale Elementary School,E,DeKalb County,393,55.98,42,21,26,0,17.6,14
DeKalb County,DeKalb County,Cary Reynolds Elementary School,E,DeKalb County,746,94.5,5,83,0,0,71.4,16
DeKalb County,DeKalb County,Stone Mountain Elementary School,E,DeKalb County,493,93.31,85,7,2,0,7.1,135
DeKalb County,DeKalb County,Ashford Park Elementary School,E,DeKalb County,609,15.44,13,13,61,0,4.8,7
DeKalb County,DeKalb County,Briarlake Elementary School,E,DeKalb County,396,30.56,33,14,40,0,6.3,5
DeKalb County,DeKalb County,Canby Lane Elementary School,E,DeKalb County,477,84.1,88,7,1,0,3.6,97
DeKalb County,DeKalb County,Chesnut Elementary School,E,DeKalb County,423,37.12,29,27,29,0,15.6,10
DeKalb County,DeKalb County,Dunaire Elementary School,E,DeKalb County,473,92.73,69,4,7,0,36.4,16
DeKalb County,DeKalb County,Flat Shoals Elementary School,E,DeKalb County,1248,94.53,95,2,0,0,0.7,73
DeKalb County,DeKalb County,Hambrick Elementary School,E,DeKalb County,558,92.11,65,10,6,0,22,23
DeKalb County,DeKalb County,Jolly Elementary School,E,DeKalb County,635,71.7,45,6,7,0,57.5,19
DeKalb County,DeKalb County,Lakeside High School,H,DeKalb County,3988,38.23,24,33,33,0,7.6,163
DeKalb County,DeKalb County,Oak Grove Elementary School,E,DeKalb County,1406,8.19,9,8,62,0,2.3,2
DeKalb County,DeKalb County,Pleasantdale Elementary School,E,DeKalb County,640,89.38,26,66,2,0,45,15
DeKalb County,DeKalb County,Rock Chapel Elementary School,E,DeKalb County,488,87.09,89,5,2,0,0.8,19
DeKalb County,DeKalb County,Smoke Rise Elementary School,E,DeKalb County,384,72.4,48,30,7,0,30.2,3
DeKalb County,DeKalb County,Toney Elementary School,E,DeKalb County,296,74.5,91,4,2,0,1.7,62
DeKalb County,DeKalb County,McNair High School,H,DeKalb County,661,75.82,93,3,1,0,0,340
DeKalb County,DeKalb County,Briar Vista Elementary School,E,DeKalb County,431,44.78,35,36,18,0,27.4,0
DeKalb County,DeKalb County,Murphy Candler Elementary School,E,DeKalb County,504,84.61,93,4,0,0,1.6,47
DeKalb County,DeKalb County,Clarkston High School,H,DeKalb County,1422,73.3,59,4,4,0,42.6,194
DeKalb County,DeKalb County,Cross Keys High School,H,DeKalb County,1530,77.19,4,89,1,0,32.3,143
DeKalb County,DeKalb County,Hightower Elementary School,E,DeKalb County,730,92.33,4,89,3,0,63.3,10
DeKalb County,DeKalb County,Kelley Lake Elementary School,E,DeKalb County,334,94.5,93,3,1,0,1.5,2
DeKalb County,DeKalb County,Laurel Ridge Elementary School,E,DeKalb County,504,28.97,18,16,50,0,11.1,1
DeKalb County,DeKalb County,Montclair Elementary School,E,DeKalb County,735,91.97,6,92,1,0,81,20
DeKalb County,DeKalb County,Oakcliff Elementary School,E,DeKalb County,683,93.27,8,75,2,0,49.8,10
DeKalb County,DeKalb County,Rainbow Elementary School,E,DeKalb County,388,85.95,96,1,0,0,0.5,13
DeKalb County,DeKalb County,Rowland Elementary School,E,DeKalb County,536,81.43,82,11,1,0,11.9,35
DeKalb County,DeKalb County,Snapfinger Elementary School,E,DeKalb County,668,92.05,94,4,0,0,0.9,123
DeKalb County,DeKalb County,Stoneview Elementary School,E,DeKalb County,784,93.31,88,9,0,0,6.4,30
DeKalb County,DeKalb County,Towers High School,H,DeKalb County,842,91.2,89,7,0,0,1.7,309
DeKalb County,DeKalb County,Coralwood Education Center,E,DeKalb County,79,15.19,20,8,58,0,0,1
DeKalb County,DeKalb County,Avondale Elementary School,E,DeKalb County,405,86.71,83,2,5,0,6.7,36
DeKalb County,DeKalb County,Chamblee Charter High School,H,DeKalb County,1731,34.95,24,28,31,0,8,96
DeKalb County,DeKalb County,Dunwoody High School,H,DeKalb County,2107,26.44,15,30,47,0,6.8,103
DeKalb County,DeKalb County,Hawthorne Elementary School,E,DeKalb County,1248,58.94,30,41,24,0,22.6,0
DeKalb County,DeKalb County,Huntley Hills Elementary School,E,DeKalb County,480,66.67,24,41,17,0,29,1
DeKalb County,DeKalb County,Kingsley Elementary School,E,DeKalb County,381,60.1,8,60,25,0,35.4,3
DeKalb County,DeKalb County,Montgomery Elementary School,E,DeKalb County,761,6.83,13,7,64,0,2,3
DeKalb County,DeKalb County,Redan Elementary School,E,DeKalb County,557,65.4,94,3,0,0,2.3,51
DeKalb County,DeKalb County,Sagamore Hills Elementary School,E,DeKalb County,404,25.99,18,20,51,0,9.4,29
DeKalb County,DeKalb County,Southwest DeKalb High School,H,DeKalb County,1176,71.26,96,2,1,0,0.3,313
Dodge County,Dodge County,Dodge County High School,H,Dodge County,856,67.76,35,4,57,0,0,6
Dodge County,Dodge County,Dodge County Middle School,M,Dodge County,679,86.6,32,5,58,0,0.7,94
Dodge County,Dodge County,South Dodge Elementary School,E,Dodge County,719,86.65,42,3,50,0,1.7,131
Dodge County,Dodge County,North Dodge Elementary School,E,Dodge County,674,86.65,31,4,60,1,4.6,30
Dodge County,Dodge County,DAC (Dodge County Achievement Center),H,Dodge County,43,93.02,35,0,56,0,0,90
Dooly County,Dooly County,Dooly County Elementary School,E,Dooly County,555,85.95,70,18,8,2,9.9,68
Dooly County,Dooly County,Dooly County High School,H,Dooly County,329,42.86,78,13,7,2,3.3,144
Dooly County,Dooly County,Dooly County Middle School,M,Dooly County,265,40,71,19,7,1,1.1,32
Dooly County,Dooly County,Dooly County Prep Academy,H,Dooly County,8,62.5,75,13,13,0,0,5
Dougherty County,Dougherty County,Albany Middle School,M,Dougherty County,982,90.31,94,2,3,0,0,476
Dougherty County,Dougherty County,Live Oak Elementary School,E,Dougherty County,662,92.9,90,2,4,0,1.8,62
Dougherty County,Dougherty County,Robert A. Cross Middle Magnet,M,Dougherty County,673,92.87,85,4,7,0,0,29
Dougherty County,Dougherty County,Robert H Harvey Elementary School,E,Dougherty County,581,85.77,98,1,1,0,0,10
Dougherty County,Dougherty County,Radium Springs Middle School,M,Dougherty County,816,66.33,92,4,2,0,2.9,197
Dougherty County,Dougherty County,Lamar Reese School of the Arts,E,Dougherty County,485,79.76,99,0,0,0,0,4
Dougherty County,Dougherty County,Lincoln Elementary Magnet School,E,Dougherty County,587,81.08,96,1,2,0,0.7,36
Dougherty County,Dougherty County,Alice Coachman Elementary School,E,Dougherty County,472,83.61,94,1,4,0,0,27
Dougherty County,Dougherty County,"Martin Luther King, Jr. Elementary School",E,Dougherty County,1546,62.1,96,0,2,0,0,284
Dougherty County,Dougherty County,Monroe High School,H,Dougherty County,1089,86.1,97,1,1,0,0.6,228
Dougherty County,Dougherty County,Dougherty Comprehensive High School,H,Dougherty County,1139,58.05,91,4,3,0,1.1,319
Dougherty County,Dougherty County,Morningside Elementary School,E,Dougherty County,1810,68.47,92,3,4,0,0,77
Dougherty County,Dougherty County,Northside Elementary School,E,Dougherty County,2113,94.44,89,1,6,0,0,74
Dougherty County,Dougherty County,Turner Elementary School,E,Dougherty County,477,78.07,90,5,4,1,4.2,93
Dougherty County,Dougherty County,Lake Park Elementary School,E,Dougherty County,1201,33.33,49,2,41,0,3.1,37
Dougherty County,Dougherty County,Merry Acres Middle School,M,Dougherty County,685,66.33,93,1,4,0,0,216
